3051,Concorde Hotel Singapore,"Concorde Hotel Singapore  puts you just a 5-minute drive from Orchard Road and Marina Bay Sands Casino. After visiting the fitness center for a workout, you can grab a bite to eat at the coffee shop/cafe or unwind with a drink at one of the 3 bars/lounges. Other highlights at this upscale hotel include an outdoor pool and a poolside bar. Public transportation is just a short walk: Dhoby Ghaut Station is 5 minutes and Somerset Station is 8 minutes.   "
4173,Goodwood Park Hotel,"Goodwood Park Hotel puts you within a 10-minute drive of Orchard Road and Marina Bay Sands Casino. After a dip in one of 2 outdoor pools, guests can grab a bite to eat at Coffee Lounge, one of 4 restaurants, which serves local cuisine and is open for breakfast, lunch, and dinner. A bar/lounge, a fitness center, and a children's pool are other highlights at this luxurious hotel. Public transportation is just a short walk: Orchard Station is 7 minutes and Newton Station is 10 minutes.   "
6152,"Holiday Inn Singapore Orchard City Centre, an IHG Hotel","Putting you just a 5-minute drive from Orchard Road and Bugis Street Shopping District, Holiday Inn Singapore Orchard City Centre, an IHG Hotel offers an airport shuttle (available 24 hours) for SGD 86 per vehicle. The 2 restaurants are perfect spots to grab a bite to eat, and you can unwind with a drink at the bar/lounge or visit the sauna for a relaxing end to the day. This upscale hotel also features an outdoor pool, a fitness center, and a steam room. The property is just a short walk to public transportation: Somerset Station is 7 minutes and Dhoby Ghaut Station is 9 minutes.   "
7062,JEN Singapore Tanglin by Shangri-La,"JEN Singapore Tanglin by Shangri-La puts you within a 10-minute drive of Orchard Road and Marina Bay Sands Casino. You can visit the spa to be pampered with deep-tissue massages, body wraps, or aromatherapy, and J65, one of 2 restaurants, serves breakfast, lunch, and dinner. Other features of this upscale hotel include an outdoor pool, a poolside bar, and a fitness center. The pool and overall property condition get good marks from fellow travelers. Public transportation is just a short walk: Orchard Boulevard Station is 3 minutes and Napier Station is 8 minutes.   "
12307,"InterContinental Singapore, an IHG Hotel","At InterContinental Singapore, an IHG Hotel, you'll be just a 5-minute drive from Marina Bay Sands Casino and Orchard Road. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Man Fu Yuan, one of 2 restaurants, which serves Chinese cuisine and is open for lunch and dinner. A bar/lounge, a fitness center, and a steam room are other highlights at this luxurious hotel. Public transportation is just a short walk: Bugis Station is 5 minutes and Esplanade Station is 7 minutes.   "
14978,Days Inn by Wyndham Jacksonville NC,"Days Inn by Wyndham Jacksonville NC puts you 5.8 mi (9.4 km) from Camp Lejeune Main Gate and Visitor Center. The seasonal outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at El Cerro Grande, which serves Mexican cuisine and is open for lunch and dinner.   "
19078,Hilton Singapore Orchard,"Putting you just a 5-minute drive from Orchard Road and Bugis Street Shopping District, Hilton Singapore Orchard offers an airport shuttle (available 24 hours) for SGD 120 per vehicle. You can splash around at the outdoor pool, visit one of the 5 restaurants for a bite to eat, or unwind with a drink at the bar/lounge. This luxurious hotel is also within a short drive of Marina Bay Sands Casino and Marina Bay Street Circuit. Public transportation is just a short walk: Somerset Station is 6 minutes and Orchard Station is 7 minutes.   "
21677,Four Seasons Hotel Singapore,"Putting you within a 10-minute drive of Orchard Road and Marina Bay Sands Casino, Four Seasons Hotel Singapore offers an airport shuttle (available 24 hours) for SGD 150 per vehicle. Guests can visit the spa to be pampered with deep-tissue massages, body wraps, or facials, and Nobu Singapore, one of 5 restaurants, serves lunch and dinner. Other highlights at this luxurious hotel include 2 outdoor pools, a bar/lounge, and a 24-hour fitness center. Public transportation is just a short walk: Orchard Station is 6 minutes and Orchard Boulevard Station is 8 minutes.   "
23122,Furama City Centre,"Putting you just a 5-minute drive from Marina Bay Sands Casino and Orchard Road, Furama City Centre offers an airport shuttle (available 24 hours) for SGD 105.93 per vehicle. After splashing around at the outdoor pool, you can grab a bite to eat at the coffee shop/cafe or unwind with a drink at the bar/lounge. This upscale hotel is also just a 5-minute drive from Bugis Street Shopping District and Marina Bay Sands Skypark. The overall property condition and breakfast get good marks from fellow travelers. The property is just a short walk to public transportation: Clarke Quay Station is 4 minutes and Chinatown Station is 5 minutes.   "
41139,Conrad Centennial Singapore,"Putting you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Street Circuit, Conrad Centennial Singapore offers airport drop-off service (available 24 hours) for SGD 180 per vehicle. Guests can visit the spa to be pampered with deep-tissue massages, body wraps, or facials, and Oscars, one of 4 restaurants, serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include an outdoor pool, a poolside bar, and a 24-hour fitness center. Fellow travelers love the overall property condition. The property is just a short walk to public transportation: Promena Station is 4 minutes and Esplanade Station is 6 minutes.   "
46745,Garden,"At Garden, you'll be just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Also, Marina Bay Sands Casino and Gardens by the Bay are within a short drive. Public transportation is close by: Newton Station is just 13 minutes by foot.   "
46752,"Four Points by Sheraton Singapore, Riverview","When you stay at Four Points by Sheraton Singapore, Riverview, you'll be just a 5-minute drive from Orchard Road and Marina Bay Sands Casino. Guests can take a dip in the outdoor pool or grab a bite to eat at Four Points Eatery, which is one of 3 restaurants and serves breakfast, lunch, and dinner. This upscale hotel also features a bar/lounge, a 24-hour fitness center, and a fitness center. The property is just a short walk to public transportation: Havelock Station is 6 minutes and Great World Station is 13 minutes.   "
46753,Furama RiverFront,"Furama RiverFront features a free kids' club and puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Guests can take a dip in the outdoor pool or grab a bite to eat at Kintamani Indonesian Rest, which is one of 2 restaurants and serves lunch and dinner. This upscale hotel also features a bar/lounge, a fitness center, and a children's pool. Public transportation is just a short walk: Havelock Station is 5 minutes and Outram Park Station is 13 minutes.   "
200618,"Holiday Inn Express and Suites Singapore Novena, an IHG Hotel","Holiday Inn Express and Suites Singapore Novena, an IHG Hotel puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at The Great Room, which serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this upscale hotel include a fitness center, a snack bar/deli, and a terrace. The property is just a short walk to public transportation: Farrer Park Station is 13 minutes away.   "
415683,Hotel Grand Pacific,"Putting you just a 5-minute drive from Marina Bay Sands Casino and Orchard Road, Hotel Grand Pacific offers an airport shuttle (available 24 hours) for SGD 95 per vehicle. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Suns Cafe, which serves local cuisine and is open for breakfast, lunch, and dinner. Other highlights at this upscale hotel include a bar/lounge, a fitness center, and a terrace. The property is just a short walk to public transportation: Bras Basah Station is 4 minutes and Bugis Station is 7 minutes.   "
415721,"Holiday Inn Singapore Atrium, an IHG Hotel","At Holiday Inn Singapore Atrium, an IHG Hotel, you'll be within a 10-minute drive of Orchard Road and Marina Bay Sands Casino. After a dip in one of 2 outdoor pools, guests can grab a bite to eat at Atrium Restaurant, one of 2 restaurants, which serves Halal dishes and is open for breakfast, lunch, and dinner. Other highlights at this upscale hotel include a bar/lounge, a 24-hour fitness center, and a fitness center. Public transportation is just a short walk: Havelock Station is 3 minutes and Outram Park Station is 14 minutes.   "
455121,Great World Serviced Apartments,"Putting you within a 10-minute drive of Orchard Road and Marina Bay Sands Casino, Great World Serviced Apartments features a free kids' club and offers an airport shuttle (available 24 hours) for SGD 113.40 per vehicle. You can relax at the steam room, work out at the 24-hour fitness center, or unwind with a drink at the pool bar. An outdoor pool and an outdoor tennis court are other highlights, and apartments feature soaking tubs and kitchens. Public transportation is just a short walk: Great World Station is 7 minutes and Havelock Station is 10 minutes.   "
522201,Hotel Grand Central,"Hotel Grand Central puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Guests can take a dip in the outdoor pool or grab a bite to eat at Breakfast Room, which serves breakfast, lunch, and dinner. Other highlights at this upscale hotel include a fitness center and a children's pool. The property is just a short walk to public transportation: Somerset Station is 5 minutes and Dhoby Ghaut Station is 7 minutes.   "
553889,Grand Copthorne Waterfront,"At Grand Copthorne Waterfront, you'll be just a 5-minute drive from Orchard Road and Marina Bay Sands Casino. You can grab a bite to eat at one of the 2 restaurants and visit the spa to be pampered with massages, facials, or mani/pedis. Other features of this luxurious hotel include an outdoor pool, a bar/lounge, and a fitness center. Fellow travelers like the overall property condition and breakfast. The property is just a short walk to public transportation: Havelock Station is 4 minutes and Great World Station is 13 minutes.   "
555023,Copthorne King's Hotel Singapore on Havelock,"At Copthorne King's Hotel Singapore on Havelock, you'll be within a 10-minute drive of Orchard Road and Marina Bay Sands Casino. Guests can visit the fitness center for a workout or enjoy Malaysian cuisine at Princess Terrace, one of 2 restaurants. Other highlights at this upscale hotel include an outdoor pool, a bar/lounge, and a sauna. The property is just a short walk to public transportation: Havelock Station is 6 minutes and Outram Park Station is 14 minutes.   "
560319,"InterContinental Singapore Robertson Quay, an IHG Hotel","When you stay at InterContinental Singapore Robertson Quay, an IHG Hotel, you'll be just a 5-minute drive from Orchard Road and Marina Bay Sands Casino. Guests can indulge in spa services, and Publico, one of 4 restaurants, serves Italian cuisine. Other highlights at this luxurious hotel include 2 bars/lounges, an outdoor pool, and a 24-hour fitness center. The property is just a short walk to public transportation: Fort Canning MRT station is 10 minutes and Havelock Station is 11 minutes.   "
571404,Grand Mercure Singapore Roxy,"When you stay at Grand Mercure Singapore Roxy, you'll be within a 10-minute drive of Marina Bay Sands Casino and Marina Bay Sands Skypark. Guests can take a dip in the outdoor pool or grab a bite to eat at Feast Asia, which is one of 2 restaurants and serves breakfast, lunch, and dinner. Other highlights at this upscale hotel include a fitness center and a snack bar/deli. The property is just a short walk to public transportation: Marine Parade Station is 5 minutes away.   "
861823,Fairmont Singapore,"Putting you just a 5-minute drive from Marina Bay Sands Casino and Orchard Road, Fairmont Singapore offers an airport shuttle (available 24 hours) for SGD 160 per vehicle. Guests can visit the spa to be pampered with deep-tissue massages, body wraps, or facials, and The Eight, one of 12 restaurants, serves international cuisine and is open for breakfast and lunch. Other highlights at this luxurious hotel include 2 outdoor pools, a poolside bar, and a 24-hour fitness center. The property is just a short walk to public transportation: Esplanade Station is 2 minutes and City Hall Station is 4 minutes.   "
892568,Carlton Hotel Singapore,"At Carlton Hotel Singapore, you'll be just a 5-minute drive from Marina Bay Sands Casino and Orchard Road. You can visit the spa to be pampered with deep-tissue massages, body wraps, or aromatherapy, and Wah Lok, one of 4 restaurants, serves Chinese cuisine and is open for lunch and dinner. Other highlights at this luxurious hotel include an outdoor pool, a poolside bar, and a fitness center. The overall property condition and nearby shopping get good marks from fellow travelers. Public transportation is just a short walk: Bras Basah Station is 3 minutes and Esplanade Station is 5 minutes.   "
892933,"Duxton Reserve Singapore, Autograph Collection","Duxton Reserve Singapore, Autograph Collection puts you just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. Guests looking for a bite to eat can check out the restaurant, and the bar/lounge is the perfect spot to grab a drink at the end of the day. This luxurious hotel is also just a 5-minute drive from Gardens by the Bay and Bugis Street Shopping District. The property is just a short walk to public transportation: Maxwell Station is 3 minutes and Tanjong Pagar Station is 6 minutes.   "
892942,Grand Park City Hall,"Grand Park City Hall puts you just a 5-minute drive from Marina Bay Sands Casino and Orchard Road. After visiting the fitness center for a workout, you can grab a bite to eat at the restaurant or unwind with a drink at the bar/lounge. An outdoor pool, a snack bar/deli, and a terrace are other highlights at this luxurious hotel. The property is just a short walk to public transportation: City Hall Station is 4 minutes and Clarke Quay Station is 8 minutes.   "
906060,Hotel Royal,"Hotel Royal puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Guests can take a dip in the outdoor pool or grab a bite to eat at Trishaw Coffee House, which is one of 3 restaurants and serves breakfast, lunch, and dinner. Other highlights include a fitness center and a bar/lounge. The property is just a short walk to public transportation: Newton Station is 11 minutes and Novena Station is 15 minutes.   "
906062,JEN Singapore Orchardgateway by Shangri-La,"JEN Singapore Orchardgateway by Shangri-La features a rooftop terrace and puts you within a 5-minute walk of Orchard Road. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Makan at Jen, which serves international cuisine and is open for breakfast, lunch, and dinner. Other highlights at this upscale hotel include 2 bars/lounges, a poolside bar, and a 24-hour health club. Public transportation is just a short walk: Somerset Station is steps away and Dhoby Ghaut Station is 10 minutes.   "
906145,Amara Singapore,"At Amara Singapore, you'll be just a 5-minute drive from Marina Bay Sands Casino and Marina Bay Sands Skypark. Guests can take a dip in the outdoor pool or grab a bite to eat at Element, which is one of 5 restaurants and serves breakfast, lunch, and dinner. Other highlights at this luxurious hotel include a bar/lounge, a fitness center, and a snack bar/deli. The property is just a short walk to public transportation: Tanjong Pagar Station is 5 minutes and Maxwell Station is 9 minutes.   "
915822,Fraser Suites Singapore,"When you stay at Fraser Suites Singapore, you'll be within a 10-minute drive of Orchard Road and Marina Bay Sands Casino. Guests can take a dip in the outdoor pool or grab a bite to eat at The Dining Room, which serves breakfast and lunch. A 24-hour fitness center and a fitness center are other highlights, and apartments offer conveniences like kitchens and washers/dryers. Public transportation is just a short walk: Great World Station is 12 minutes and Tiong Bahru Station is 12 minutes.   "
915823,"Fraser Place Robertson Walk, Singapore","When you stay at Fraser Place Robertson Walk, Singapore, you'll be just a 5-minute drive from Orchard Road and Marina Bay Sands Casino. Guests can take a dip in the outdoor pool or grab a bite to eat at The Hub, which serves breakfast. A 24-hour fitness center and a fitness center are other highlights, and apartments offer conveniences like kitchens and washers/dryers. Fellow travelers love the room service. The property is just a short walk to public transportation: Fort Canning MRT station is 7 minutes and Clarke Quay Station is 12 minutes.   "
971952,Hotel 1929,"At Hotel 1929, you'll be just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. You can unwind with a drink at the bar/lounge, and the restaurant is the perfect spot to grab a bite to eat. This boutique hotel is also just a 5-minute drive from Marina Bay Sands Skypark and Gardens by the Bay. Public transportation is just a short walk: Maxwell Station is 5 minutes and Chinatown Station is 6 minutes.   "
1074665,Asphodel Inn Singapore,"Asphodel Inn Singapore puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Guests will have free perks like WiFi and self parking. Also, Gardens by the Bay and Marina Bay Street Circuit are just a 5-minute drive away. Public transportation is just a short walk: Farrer Park Station is 6 minutes and Boon Keng Station is 10 minutes.   "
1078908,Aliwal Park Hotel,"Aliwal Park Hotel puts you just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. Also, Gardens by the Bay and Marina Bay Street Circuit are just a 5-minute drive away. Public transportation is just a short walk: Lavender Station is 7 minutes and Bugis Station is 8 minutes.   "
1181906,Harbour Ville Hotel,"Putting you within a 10-minute drive of Marina Bay Sands Casino and Universal Studios Singapore, Harbour Ville Hotel offers an airport shuttle (available 24 hours) for SGD 80 per vehicle. Freebies like WiFi and self parking are added perks, and guests looking to stay active can check out the nearby hiking/biking trails. Also, Orchard Road and Bugis Street Shopping District are within a short drive. Fellow travelers say good things about the overall property condition. Public transportation is close by: Keppel Station is just 11 minutes by foot.   "
1531027,Hotel Royal @ Queens,"Hotel Royal @ Queens puts you just a 5-minute drive from Marina Bay Sands Casino and Orchard Road. The outdoor pool is a great spot to take a dip, and guests can grab a bite to eat at Queens Brasserie, which serves Asian cuisine and is open for breakfast, lunch, and dinner. A fitness center and a bar/lounge are other highlights. Public transportation is just a short walk: Bras Basah Station is 3 minutes and Bencoolen Station is 5 minutes.   "
1675926,Adina Serviced Apartments Singapore Orchard,"Putting you just a 5-minute drive from Orchard Road and Marina Bay Sands Casino, Adina Serviced Apartments Singapore Orchard offers an airport shuttle (available 24 hours) for SGD 100 per vehicle. Guests can splash around at the outdoor pool or indoor pool, and the sauna makes for a relaxing end to the day. A fitness center and a children's pool are other highlights, and apartments offer conveniences like kitchenettes and washers/dryers. Public transportation is just a short walk: Somerset Station is 5 minutes and Dhoby Ghaut Station is 6 minutes.   "
1871226,Amara Sanctuary Resort Sentosa,"Amara Sanctuary Resort Sentosa is a great choice for your beach stay in Singapore. 3 outdoor pools provide plenty of fun, while guests in the mood for pampering can indulge in spa services at the spa. Offering garden views, Shutters Restaurant serves breakfast, lunch, and dinner. Other highlights at this luxurious hotel include a fitness center, a children's pool, and a terrace. Public transportation is just a short walk: Imbiah Station is 6 minutes and Beach Station is 9 minutes. "
2057692,"Crowne Plaza Changi Airport, an IHG Hotel","Just 0.9 mi (1.4 km) from the airport, Crowne Plaza Changi Airport, an IHG Hotel puts you 3.6 mi (5.8 km) from Singapore Expo and 3.7 mi (6 km) from East Coast Park. You can splash around at the outdoor pool, visit one of the 2 restaurants for a bite to eat, or unwind with a drink at the bar/lounge. Other highlights at this luxurious hotel include a fitness center, a terrace, and a garden. The overall property condition and walkable location get great marks from fellow travelers. Public transportation is just a short walk: C Station is 4 minutes and B Station is 6 minutes.   "
2109912,Ascott Raffles Place Singapore,"Ascott Raffles Place Singapore features a rooftop terrace and puts you within a 15-minute walk of Marina Bay Sands Casino and Gardens by the Bay. You can splash around at the outdoor pool, grab a bite to eat at the restaurant, or unwind with a drink at the bar/lounge. A fitness center and a snack bar/deli are other highlights, and apartments offer conveniences like kitchens and washers/dryers. The property is just a short walk to public transportation: Raffles Place Station is 4 minutes and Downtown Station is 5 minutes.   "
2127233,Hotel Re!,"Hotel Re! puts you just a 5-minute drive from Marina Bay Sands Casino and Orchard Road. Guests can visit the fitness center for a workout or grab a bite to eat at ReFill, which serves international cuisine. This upscale hotel is also just a 5-minute drive from Bugis Street Shopping District and Marina Bay Sands Skypark. The property is just a short walk to public transportation: Outram Park Station is 9 minutes and Chinatown Station is 13 minutes.   "
2139442,ibis budget Singapore Emerald,"At ibis budget Singapore Emerald, you'll be just a 5-minute drive from Bugis Street Shopping District and Marina Bay Street Circuit. Free perks include WiFi and self parking. Also, Marina Bay Sands Casino and Orchard Road are within a short drive. The property is just a short walk to public transportation: Kallang Station is 9 minutes and Mountbatten Station is 13 minutes.   "
2139505,ibis budget Singapore Pearl,"When you stay at ibis budget Singapore Pearl, you'll be just a 5-minute drive from Bugis Street Shopping District and Marina Bay Street Circuit. Free perks include WiFi and self parking. Also, Marina Bay Sands Casino and Orchard Road are within a short drive. Fellow travelers say good things about the overall property condition. The property is just a short walk to public transportation: Aljunied Station is 10 minutes and Mountbatten Station is 10 minutes.   "
2139531,ibis budget Singapore Sapphire,"At ibis budget Singapore Sapphire, you'll be just a 5-minute drive from Bugis Street Shopping District and Marina Bay Street Circuit. Guests will have free perks like WiFi and self parking. Also, Marina Bay Sands Casino and Orchard Road are within a short drive. The property is just a short walk to public transportation: Kallang Station is 10 minutes and Aljunied Station is 12 minutes.   "
2139663,ibis budget Singapore Crystal,"Ibis budget Singapore Crystal puts you just a 5-minute drive from Bugis Street Shopping District and Marina Bay Street Circuit. You'll have free perks like WiFi and self parking. Also, Marina Bay Sands Casino and Orchard Road are within a short drive. Fellow travelers like the overall property condition. The property is just a short walk to public transportation: Mountbatten Station is 7 minutes and Aljunied Station is 10 minutes.   "
2139774,Fragrance Hotel - Oasis,"At Fragrance Hotel - Oasis, you'll be within a 10-minute drive of Orchard Road and Marina Bay Sands Casino. Free perks include WiFi and self parking. Also, Bugis Street Shopping District and Gardens by the Bay are within a short drive. Public transportation is close by: Novena Station is just 13 minutes by foot.   "
2139855,ibis budget Singapore Ruby,"Ibis budget Singapore Ruby puts you within a 10-minute drive of Marina Bay Sands Casino and Orchard Road. Free perks include WiFi and self parking. Also, Bugis Street Shopping District and Marina Bay Street Circuit are within a short drive. The property is just a short walk to public transportation: Aljunied Station is 7 minutes and Mountbatten Station is 8 minutes.   "
2139913,ibis budget Singapore Selegie,"When you stay at ibis budget Singapore Selegie, you'll be just a 5-minute drive from Orchard Road and Marina Bay Sands Casino. After having fun at the outdoor pool, you can grab a bite to eat at the restaurant. Also, Bugis Street Shopping District and Gardens by the Bay are just a 5-minute drive away. Public transportation is just a short walk: Rochor MRT Station is 4 minutes and Little India Station is 6 minutes.   "
2139969,ibis budget Singapore Joo Chiat,"Ibis budget Singapore Joo Chiat puts you within a 10-minute drive of Marina Bay Sands Casino and Marina Bay Street Circuit. Free perks include WiFi and self parking. Also, Gardens by the Bay and Bugis Street Shopping District are within a short drive. Public transportation is close by: Marine Parade Station is just 15 minutes by foot.   "
2307345,Citadines Mount Sophia Singapore,"At Citadines Mount Sophia Singapore, you'll be just a 5-minute drive from Orchard Road and Marina Bay Sands Casino. Apartments feature conveniences like kitchenettes, along with LCD TVs and DVD players. Public transportation is just a short walk: Rochor MRT Station is 6 minutes and Bencoolen Station is 8 minutes.   "
2330793,ibis Singapore On Bencoolen,"Ibis Singapore On Bencoolen puts you just a 5-minute drive from Marina Bay Sands Casino and Orchard Road. The restaurant is the perfect spot for a bite to eat, and after visiting the fitness center for a workout, you can unwind with a drink at the bar/lounge. Also, Bugis Street Shopping District and Gardens by the Bay are just a 5-minute drive away. Fellow travelers like that it's just a short walk to public transportation: Rochor MRT Station is 5 minutes away and Bencoolen Station is 5 minutes. "
2434364,Capella Singapore,"Capella Singapore is a great choice for your beach stay in Singapore. 3 outdoor pools provide fun for everyone, while guests in the mood for pampering can visit the spa to indulge in massages, facials, and aromatherapy. Fiamma, one of 2 restaurants, serves Italian cuisine and is open for breakfast, lunch, and dinner. Other highlights at this luxurious hotel include a bar/lounge, a 24-hour fitness center, and a fitness center. Public transportation is just a short walk: Imbiah Station is 10 minutes and Resorts World Station is 15 minutes. "
2464256,Hotel 81 Tristar,"When you stay at Hotel 81 Tristar, you'll be within a 10-minute drive of Marina Bay Sands Casino and Orchard Road. Also, Bugis Street Shopping District and Marina Bay Street Circuit are within a short drive. Public transportation is just a short walk: Paya Lebar Station is 10 minutes and Eunos Station is 13 minutes.   "
2466869,Hotel 81 Princess,"When you stay at Hotel 81 Princess, you'll be just a 5-minute drive from Bugis Street Shopping District and Marina Bay Street Circuit. Also, Marina Bay Sands Casino and Orchard Road are within a short drive. Public transportation is just a short walk: Mountbatten Station is 11 minutes and Aljunied Station is 12 minutes.   "
2535007,Fragrance Hotel - Rose,"Fragrance Hotel - Rose puts you just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Also, Marina Bay Sands Casino and Marina Bay Street Circuit are within a short drive.   "
2538108,ibis budget Singapore Imperial,"When you stay at ibis budget Singapore Imperial, you'll be just a 5-minute drive from Marina Bay Sands Casino and Bugis Street Shopping District. Guests looking for a bite to eat can check out Our Dining Place, which serves Chinese cuisine. Also, Marina Bay Street Circuit and Gardens by the Bay are just a 5-minute drive away. Public transportation is just a short walk: Lavender Station is 5 minutes and Bendemeer MRT Station is 8 minutes.   "
2538236,ibis budget Singapore West Coast,"When you stay at ibis budget Singapore West Coast, you'll be within a 15-minute drive of Orchard Road and Universal Studios Singapore. Guests will have free perks like WiFi and self parking. Also, Marina Bay Sands Casino and Bugis Street Shopping District are within a short drive.   "
2805716,Fragrance Hotel - Balestier,"When you stay at Fragrance Hotel - Balestier, you'll be just a 5-minute drive from Orchard Road and Bugis Street Shopping District. Also, Marina Bay Sands Casino and Marina Bay Street Circuit are within a short drive.   "
2806435,Hotel 81 Geylang,"At Hotel 81 Geylang, you'll be within a 10-minute drive of Marina Bay Sands Casino and Orchard Road. Also, Bugis Street Shopping District and Marina Bay Street Circuit are within a short drive. The property is just a short walk to public transportation: Aljunied Station is 9 minutes and Mountbatten Station is 10 minutes.   "
2806469,Hotel 81 Elegance,"At Hotel 81 Elegance, you'll be just a 5-minute drive from Orchard Road and Marina Bay Sands Casino. Also, Bugis Street Shopping District and Gardens by the Bay are just a 5-minute drive away. The property is just a short walk to public transportation: Bendemeer MRT Station is 7 minutes and Lavender Station is 10 minutes.   "
2812614,ibis budget Singapore Ametrine,"When you stay at ibis budget Singapore Ametrine, you'll be just a 5-minute drive from Bugis Street Shopping District and Marina Bay Street Circuit. This Art Deco hotel is also within a short drive of Marina Bay Sands Casino and Orchard Road. Public transportation is just a short walk: Kallang Station is 10 minutes and Aljunied Station is 12 minutes.   "
2816682,Citadines Fusionopolis Singapore,"When you stay at Citadines Fusionopolis Singapore, you'll be within a 15-minute drive of Orchard Road and Marina Bay Sands Casino. A fitness center and a terrace are offered, and apartments have conveniences like washers/dryers and refrigerators. The property is just a short walk to public transportation: One-North Station is steps away and Kent Ridge Station is 14 minutes.   "
