300000037,2489,"Matsuyama, Ehime Prefecture, Japan",552020,Hotel MyStays Matsuyama
300000037,2489,"Matsuyama, Ehime Prefecture, Japan",10227948,Nest Hotel Matsuyama
300000037,2489,"Matsuyama, Ehime Prefecture, Japan",444725,Matsuyama Tokyu REI Hotel
300000037,2489,"Matsuyama, Ehime Prefecture, Japan",17367082,Toyoko Inn Matsuyama Ichibancho
300000037,2489,"Matsuyama, Ehime Prefecture, Japan",90911696,Hotel Route Inn Matsuyama-Katsuyama Dori
300000037,2489,"Matsuyama, Ehime Prefecture, Japan",69710472,REF Matsuyama City Station by VESSEL HOTELS
300000037,2489,"Matsuyama, Ehime Prefecture, Japan",11089816,Candeo Hotels Matsuyama Okaido
300000037,2489,"Matsuyama, Ehime Prefecture, Japan",6526462,APA Hotel Matsuyamajyo-Nishi
300000037,2554,"Nagoya, Aichi Prefecture, Japan",472819,"ANA Crowne Plaza Hotel Grand Court Nagoya, an IHG Hotel"
300000037,2554,"Nagoya, Aichi Prefecture, Japan",58812329,ibis Styles Nagoya
300000037,2554,"Nagoya, Aichi Prefecture, Japan",45929,Nagoya Kanko Hotel
300000037,2554,"Nagoya, Aichi Prefecture, Japan",92888825,"Tiad, Autograph Collection"
300000037,2554,"Nagoya, Aichi Prefecture, Japan",74301720,Courtyard by Marriott Nagoya
300000037,2554,"Nagoya, Aichi Prefecture, Japan",454870,Nagoya Marriott Associa Hotel
300000037,2554,"Nagoya, Aichi Prefecture, Japan",49038447,Polaris 101
300000037,2554,"Nagoya, Aichi Prefecture, Japan",4291194,APA Hotel Nagoya-Sakae
300000037,2554,"Nagoya, Aichi Prefecture, Japan",16256,Hilton Nagoya
300000037,2554,"Nagoya, Aichi Prefecture, Japan",9717677,Meitetsu Grand Hotel
300000037,2554,"Nagoya, Aichi Prefecture, Japan",24295911,APA Hotel Nagoya Sakae Kita 
300000037,2554,"Nagoya, Aichi Prefecture, Japan",3892549,APA Hotel Nagoya Nishiki Excellent
300000037,2554,"Nagoya, Aichi Prefecture, Japan",19225047,Nagoya Prince Hotel Sky Tower
300000037,2554,"Nagoya, Aichi Prefecture, Japan",472819,"ANA Crowne Plaza Hotel Grand Court Nagoya, an IHG Hotel"
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",67386518,Hilton Nagasaki
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",44400309,Candeo Hotels Nagasaki Shinchi Chinatown
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",50681089,Dormy Inn Premium Nagasaki-ekimae
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",67386518,Hilton Nagasaki
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",1607900,Hotel Monterey Nagasaki
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",2172857,S Peria Hotel Nagasaki
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",75819185,THE GLOBAL VIEW Nagasaki
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",4648417,Hotel Route-Inn Isahaya Inter
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",3970706,Chisun Inn Nagasaki Airport
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",31661039,Omura Station Hotel
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",54511703,Omura Station Hotel Nagasaki Airport
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",68272439,Jisco Hotel Saikai
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",93144065,Jisco Hotel Obama Onsen
300000037,2555,"Nagasaki, Nagasaki Prefecture, Japan",14835446,Hotel Bliss Villa Hasami
300000037,2655,"Naha, Okinawa Prefecture, Japan",18554181,JR KYUSHU HOTEL Blossom Naha
300000037,2655,"Naha, Okinawa Prefecture, Japan",3558198,Novotel Okinawa Naha
300000037,2655,"Naha, Okinawa Prefecture, Japan",16506,Okinawa NaHaNa Hotel & Spa
300000037,2655,"Naha, Okinawa Prefecture, Japan",8375,Naha Tokyu REI Hotel
300000037,2655,"Naha, Okinawa Prefecture, Japan",3906688,APA Hotel Naha
300000037,2655,"Naha, Okinawa Prefecture, Japan",5094751,DoubleTree by Hilton Hotel Naha
300000037,2655,"Naha, Okinawa Prefecture, Japan",18673208,Hotel AQUA CITTA Naha
300000037,2655,"Naha, Okinawa Prefecture, Japan",4937712,Solvita Hotel Naha
300000037,2655,"Naha, Okinawa Prefecture, Japan",3558198,Novotel Okinawa Naha
300000037,2655,"Naha, Okinawa Prefecture, Japan",2473847,Loisir Hotel Naha
300000037,2655,"Naha, Okinawa Prefecture, Japan",5290607,Pacific Hotel Okinawa
300000037,2655,"Naha, Okinawa Prefecture, Japan",12385623,Hotel Gracery Naha
300000037,2655,"Naha, Okinawa Prefecture, Japan",3981115,Loisir Spa Tower Naha
300000037,2655,"Naha, Okinawa Prefecture, Japan",4950921,Smile Hotel Okinawa Naha
300000037,2697,"Osaka, Osaka Prefecture, Japan",22877,Grand Prince Hotel Osaka Bay
300000037,2697,"Osaka, Osaka Prefecture, Japan",2492916,Hotel Monterey Grasmere Osaka
300000037,2697,"Osaka, Osaka Prefecture, Japan",36829284,APA Hotel ＆ Resort Midosuji Hommachi Eki Tower
300000037,2697,"Osaka, Osaka Prefecture, Japan",3895692,APA Hotel Osaka Higobashi Station
300000037,2697,"Osaka, Osaka Prefecture, Japan",3895697,APA Hotel Yodoyabashi Ekimae
300000037,2697,"Osaka, Osaka Prefecture, Japan",60351912,W Osaka
300000037,2697,"Osaka, Osaka Prefecture, Japan",5696173,"InterContinental Osaka, an IHG Hotel"
300000037,2697,"Osaka, Osaka Prefecture, Japan",3894514,APA Hotel Osaka Tanimachi Yonchome Station
300000037,2697,"Osaka, Osaka Prefecture, Japan",61592361,APA Hotel Osaka Temmabashi Ekimae
300000037,2697,"Osaka, Osaka Prefecture, Japan",89025405,Just Sleep Osaka Shinsaibashi
300000037,2697,"Osaka, Osaka Prefecture, Japan",4433,Swissotel Nankai Osaka
300000037,2697,"Osaka, Osaka Prefecture, Japan",29325600,APA Hotel Yodoyabashi Kitahama Ekimae
300000037,2697,"Osaka, Osaka Prefecture, Japan",78647457,APA HOTEL＆RESORT〈OSAKA UMEDA EKI TOWER〉
300000037,2697,"Osaka, Osaka Prefecture, Japan",33646296,JR WEST GROUP VIA INN Prime SHINSAIBASHI YOTSUBASHI
300000037,3110,"Sendai, Miyagi Prefecture, Japan",6284150,Sendai Royal Park Hotel
300000037,3110,"Sendai, Miyagi Prefecture, Japan",6088741,Mitsui Garden Hotel Sendai
300000037,3110,"Sendai, Miyagi Prefecture, Japan",35093254,HOTEL LiVEMAX SENDAI AOBADORI
300000037,3110,"Sendai, Miyagi Prefecture, Japan",6284150,Sendai Royal Park Hotel
300000037,3110,"Sendai, Miyagi Prefecture, Japan",45953,Hotel Metropolitan Sendai
300000037,3110,"Sendai, Miyagi Prefecture, Japan",3729195,Hotel Monte Hermana Sendai
300000037,3110,"Sendai, Miyagi Prefecture, Japan",795075,"Holiday Inn ANA Sendai, an IHG Hotel"
300000037,3110,"Sendai, Miyagi Prefecture, Japan",23942255,Richmond Hotel Sendai
300000037,3110,"Sendai, Miyagi Prefecture, Japan",29107850,Hotel Sankyo Fukushima
300000037,3110,"Sendai, Miyagi Prefecture, Japan",17080798,Apa Hotel Fukushima-Ekimae
300000037,3110,"Sendai, Miyagi Prefecture, Japan",66441177,Henn na Hotel Sendai Kokubuncho
300000037,3110,"Sendai, Miyagi Prefecture, Japan",41457645,DaiwaRoynetHotel Sendai Ichibanchou PREMIER
300000037,3110,"Sendai, Miyagi Prefecture, Japan",58820497,HOTEL LiVEMAX SENDAI KOKUBUNCHO
300000037,3110,"Sendai, Miyagi Prefecture, Japan",28591649,Hotel Johzenji
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",2567836,Mercure Hotel Sapporo
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",1687035,Sapporo Prince Hotel
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",1611854,Hotel Monterey Edelhof Sapporo
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",2567836,Mercure Hotel Sapporo
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",3653978,Tenza Hotel & SKYSPA at Sapporo Central
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",1103506,APA Hotel TKP Sapporo Ekimae
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",88839750,41PIECES Sapporo
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",58994399,KOKO HOTEL Sapporo Ekimae
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",415947,Sapporo Excel Hotel Tokyu
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",470392,Sapporo Tokyu REI Hotel
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",1764372,Hotel Gracery Sapporo
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",34024339,Richmond Hotel Sapporo Odori
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",4355962,Hotel Resol Trinity Sapporo
300000037,3250,"Sapporo, Hokkaido Prefecture, Japan",3896369,APA Hotel & Resort Sapporo
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",6617222,Hotel Area One Takamatsu
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",4826705,Takamatsu Park Hotel
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",3988100,Diamond Setouchi Marine Hotel
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",12608557,Hotel Watergate Okayama - Adults Only
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",4623257,Ark Hotel Okayama
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",88635701,Fairfield by Marriott Hyogo Awaji Fukura
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",35095017,HOTEL LiVEMAX OKAYAMA
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",25134859,Hotel Abest Grande Okayama
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",1330172,"ANA Crowne Plaza Okayama, an IHG Hotel"
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",2691797,Dormy Inn Kurashiki Natural Hot Spring
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",45528132,Hotel Livemax Okayama West
300000037,3363,"Takamatsu, Kagawa Prefecture, Japan",3892520,Rihga Hotel Zest Takamatsu
